,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,36.8,6.8157324683228095,43.34355,7.72632641932595,10.74467,50.96710216
1,DTE.N,Utilities,7.9,3.53462169847479,10.36267,3.68550019994304,4.8472,55.363939665
2,LOW.N,Consumer Discretionary,19.35,8.2037081666428,95.24110999999999,8.99855200621633,14.92,70.930285095
3,WBA.OQ,Consumer Staples,8.83333,3.2766999598942,16.59688,9.292546352792609,12.802999999999999,38.589304184
4,MAR.OQ,Consumer Discretionary,10.492,9.57269077970948,34.114290000000004,8.971581869629821,14.2,61.357570511000006
5,EMR.N,Industrials,20.2125,9.35301514422611,24.47638,8.922865124285519,9.35,46.551603171000004
6,WEC.N,Utilities,5.35,1.8466612843319399,11.3,2.91766845777055,6.526669999999999,53.17572299
7,LEG.N,Consumer Discretionary,,7.83074191964172,,7.87553530462343,10.0,47.190577332
8,REG.OQ,Real Estate,,5.745542093026001,-3.705,5.58257437990466,,38.491915249
9,MS.N,Financials,,3.4075479386377205,9.69753,12.441393408938199,13.53975,83.5523455548
10,BLK.N,Financials,12.1,7.68793489189652,15.59,11.609914994502999,11.12867,14.346595055
11,WYNN.OQ,Consumer Discretionary,12.26667,8.04351682665906,125.49333,12.4688136736695,8.0,97.516370865
12,HOLX.OQ,Health Care,13.6,7.83371449802414,18.5,8.34351484973201,8.02,60.957344072
13,BRKb.N,Financials,,5.5339935650600305,0.11,6.90782027567367,,26.259713955
14,DVN.N,Energy,,11.2208008165641,14.541570000000002,13.7713296244577,2.2765,44.387130617
15,ALLE.N,Industrials,24.7025,4.4991535592596605,84.36766999999999,8.99979132375258,11.001,92.63384381700001
16,PEAK.N,Real Estate,5.6,4.34682089330722,5.6625,4.47143212713204,,60.733690076
17,DLTR.OQ,Consumer Discretionary,11.56667,5.5406184397509595,16.920379999999998,5.57647886508103,13.83875,53.98034377
18,PAYX.OQ,Information Technology,50.39,6.3684326491867,51.86625,7.360968742639459,8.81429,0.0
19,AAL.OQ,Industrials,9.9,5.24285028807697,52.02,11.244315017407802,2.18,86.544135945
20,TER.OQ,Information Technology,15.3,9.2342163896486,17.80025,7.942431938615861,10.1565,16.167628161
21,WDC.OQ,Information Technology,16.45,8.168612374028879,20.188570000000002,10.0703597577897,,60.393048793999995
22,PWR.N,Industrials,,7.66738496871102,8.7845,6.47373397342898,22.215,9.750050421000001
23,XOM.N,Energy,8.26667,6.92690600360099,11.210999999999999,7.246750862526519,32.872,19.743111472
24,CMA.N,Financials,,7.352894853955821,10.02346,9.99634642551484,,
25,DISCK.OQ,Communication Services,14.5,5.477378342752,25.60833,10.829954919134,13.65,59.4239856
26,NDAQ.OQ,Financials,,5.43935284031489,12.998,7.24076072565403,10.32133,39.887080704
27,DPZ.N,Consumer Discretionary,58.9,3.4954174702643996,-18.1,5.83737776341015,17.866670000000003,717.9628791010001
28,HES.N,Energy,-0.65,10.4653757704536,-4.866630000000001,12.125808745755501,,30.387998393
29,BXP.N,Real Estate,,5.508070084441969,0.17,6.14608279145615,2.69,55.257792773999995
30,BEN.N,Financials,0.534,6.61751403933321,14.21,11.9353971759337,-5.379,14.199158982
31,APA.OQ,Energy,,11.8480481147075,8.48633,8.72808293259071,,52.66596807
32,AMAT.OQ,Information Technology,22.5,9.29126653906239,28.8102,12.4347331438434,21.6175,31.540504648000002
33,FLT.N,Information Technology,,8.64509972159831,20.43667,9.33419058180383,13.7166,55.575949138
34,ZION.OQ,Financials,,8.092220599711741,8.07886,,,
35,RF.N,Financials,,8.85190816139897,7.776389999999999,9.53092020605361,8.395,
36,DISH.OQ,Communication Services,12.2,8.365583043037809,19.479110000000002,8.17925598026735,-0.7365,76.973849985
37,PEG.N,Utilities,10.4,3.4434733645347295,10.732999999999999,4.49230206994748,1.75,47.296592141000005
38,ALL.N,Financials,,5.670796319137501,11.9875,7.661143887459151,15.298329999999998,23.577265973000003
39,SLB.N,Energy,9.675,10.8454803230347,12.10175,8.420691275322099,-0.8045,32.081118652
40,PGR.N,Financials,,3.85200706647637,15.58864,6.32655051856878,15.522,27.16541548
41,NOV.N,Energy,3.025,10.1841070590959,3.06664,8.16096458240559,30.9282,18.667595980999998
42,SWKS.OQ,Information Technology,38.03333,8.21260945828819,26.93863,6.510328693216731,15.666670000000002,0.0
43,EL.N,Consumer Staples,22.40273,6.11501751081285,42.83556,7.04426674712011,8.475,38.45559978
44,NOC.N,Industrials,13.75,4.9123311286439195,39.40489,6.47800469325974,7.532,57.302914671
45,PKG.N,Materials,13.575,,28.2415,12.3732611199827,7.8,60.250271051999995
46,CSX.OQ,Industrials,9.885710000000001,6.96662230119126,19.44775,9.39790680120633,9.74617,49.127767868999996
47,MSCI.N,Financials,22.4,6.298239884181349,-19.734,8.04416506721102,21.58,86.72667153100001
48,CERN.OQ,Health Care,19.066670000000002,5.44327329427451,21.02,7.56697881023548,13.675,12.550916179000001
49,MGM.N,Consumer Discretionary,10.5,9.43588573820127,11.57044,11.117463861748199,,56.440698088999994
50,ANSS.OQ,Information Technology,6.735,8.52484098657596,13.9,8.180982052555539,7.6,0.0
51,UNH.N,Health Care,14.133329999999999,5.16787674801002,20.9112,5.89707160468902,16.25763,45.066225618000004
52,ALGN.OQ,Health Care,45.8,11.5851133930054,21.566670000000002,10.016417879905902,22.98075,0.0
53,NLSN.N,Industrials,4.35,4.82306824049924,22.831999999999997,7.22473280643071,6.7655,64.866191996
