,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,19.4,6.8157324683228095,42.480140000000006,9.13609129949844,10.956,50.96710216
1,DTE.N,Utilities,7.6,3.53462169847479,10.40425,3.4641403321656,4.5835,55.363939665
2,LOW.N,Consumer Discretionary,18.865,8.20382689334529,95.27600000000001,8.16376643646049,14.52,70.930285095
3,WBA.OQ,Consumer Staples,8.16667,3.2766999598942,16.96929,9.203078565343391,15.4,38.589304184
4,MAR.OQ,Consumer Discretionary,9.916,9.57269077970948,40.26143,9.6425720179206,13.7,61.357570511000006
5,EMR.N,Industrials,21.95,9.36951655642964,23.39929,8.843473981445099,7.8,46.551603171000004
6,WEC.N,Utilities,5.36667,1.8466612843319399,11.08,2.7634981538834196,5.61,53.17572299
7,LEG.N,Consumer Discretionary,,7.83074191964172,36.1,7.866301874352501,10.0,47.190577332
8,REG.OQ,Real Estate,,5.74605100905429,-2.125,5.27355264737783,,38.491915249
9,MS.N,Financials,,3.4075479386377205,9.67953,11.315132944767802,14.20933,83.5523455548
10,BLK.N,Financials,22.3,7.68793489189652,15.754000000000001,11.8749701561206,12.462,14.346595055
11,WYNN.OQ,Consumer Discretionary,11.0,8.04351682665906,46.84957,11.949671808098302,8.0,97.516370865
12,HOLX.OQ,Health Care,11.03333,7.83371449802414,18.054000000000002,7.36729254676242,9.84286,60.957344072
13,BRKb.N,Financials,,5.5339935650600305,7.49333,7.0325286610502395,,26.259713955
14,DVN.N,Energy,,11.166831361514001,16.656,14.3262890606849,-5.247000000000001,44.387130617
15,ALLE.N,Industrials,23.6,4.4991535592596605,83.55767,9.06158890280614,11.626,92.63384381700001
16,PEAK.N,Real Estate,5.35,4.3471403468886605,6.8475,4.16643663770628,,60.733690076
17,DLTR.OQ,Consumer Discretionary,11.8,5.540707632432389,17.07625,5.820318962158871,13.975,53.98034377
18,PAYX.OQ,Information Technology,50.15,6.3684326491867,46.195,7.48093183402146,8.35857,0.0
19,AAL.OQ,Industrials,12.3,5.24285028807697,57.426669999999994,7.615606083368419,2.88667,86.544135945
20,TER.OQ,Information Technology,16.3,9.2342163896486,18.57675,7.192663638137129,8.0,16.167628161
21,WDC.OQ,Information Technology,17.0,8.168612374028879,25.956670000000003,9.20179536370145,26.12,60.393048793999995
22,PWR.N,Industrials,7.2,7.66738496871102,8.83183,6.89802580064741,23.6105,9.750050421000001
23,XOM.N,Energy,8.06667,6.92690600360099,10.87946,6.68032769779804,28.046329999999998,19.743111472
24,CMA.N,Financials,,7.352894853955821,10.80895,10.532793709168699,22.27,
25,DISCK.OQ,Communication Services,14.233329999999999,5.477378342752,24.808000000000003,11.184454110694402,12.2,59.4239856
26,NDAQ.OQ,Financials,,5.43935284031489,13.4875,6.46692527976446,9.8,39.887080704
27,DPZ.N,Consumer Discretionary,61.8,3.4954174702643996,-14.85,4.32195159658222,19.46667,717.9628791010001
28,HES.N,Energy,1.6,10.4319734372461,-5.36678,11.958600343407399,,30.387998393
29,BXP.N,Real Estate,5.2,5.50856586766186,3.654,5.90976574961169,1.35,55.257792773999995
30,BEN.N,Financials,0.534,6.61731683319838,15.03,11.9622471790114,-1.5330000000000001,14.199158982
31,APA.OQ,Energy,,11.8480481147075,7.11867,7.8724461196804105,,52.66596807
32,AMAT.OQ,Information Technology,24.4,9.29126653906239,31.8891,12.12127802558,24.6425,31.540504648000002
33,FLT.N,Information Technology,,8.64509972159831,19.84,10.167815347269501,13.7146,55.575949138
34,ZION.OQ,Financials,,8.092220599711741,8.350589999999999,,18.48,
35,RF.N,Financials,,8.85190816139897,7.88967,9.66633194016865,10.68,
36,DISH.OQ,Communication Services,9.7,8.365583043037809,20.6289,7.58083168217247,-4.4,76.973849985
37,PEG.N,Utilities,7.3,3.4434733645347295,10.51913,4.405887706989991,-0.58,47.296592141000005
38,ALL.N,Financials,,5.670796319137501,12.24889,8.30886591671946,17.3855,23.577265973000003
39,SLB.N,Energy,9.14,10.8454803230347,10.65981,7.93343870097543,52.8,32.081118652
40,PGR.N,Financials,,3.85200706647637,16.22727,6.85433644096424,20.4575,27.16541548
41,NOV.N,Energy,2.74,10.1970837809765,2.658,7.89915647547997,53.61025,18.667595980999998
42,SWKS.OQ,Information Technology,38.73333,8.21260945828819,27.389129999999998,6.57036155824432,16.2,0.0
43,EL.N,Consumer Staples,21.59889,6.11501751081285,41.59778,6.11452100628034,8.825,38.45559978
