,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,10.97,6.8157324683228095,37.33757,9.21027965756724,18.48,74.253685757
1,DTE.N,Utilities,,3.53462169847479,10.4962,3.97444544982717,5.584,56.385068761999996
2,LOW.N,Consumer Discretionary,17.55,8.20382689334529,104.34318,10.0023099637957,17.68,70.930285095
3,WBA.OQ,Consumer Staples,17.025,3.2766999598942,20.70973,9.013384530769882,11.357999999999999,31.388774296999998
4,MAR.OQ,Consumer Discretionary,2.887,9.57269077970948,95.36238,10.117388540114199,17.05,69.695431472
5,EMR.N,Industrials,23.05,9.36951655642964,26.27833,9.21766488616124,14.4,34.678981080999996
6,WEC.N,Utilities,6.2,1.8466612843319399,11.074000000000002,3.4351567772188902,4.341,53.755158318
7,LEG.N,Consumer Discretionary,,7.83074191964172,,7.842585271192981,,51.465253718999996
8,REG.OQ,Real Estate,,5.74605100905429,4.12333,5.4948047545047,10.65,34.807960975
9,MS.N,Financials,,3.4075479386377205,11.82,11.160886414280501,20.62133,84.3224775225
10,BLK.N,Financials,1.72,7.68793489189652,14.606,12.189140192434401,16.66875,13.450292398
11,WYNN.OQ,Consumer Discretionary,13.7,8.04351682665906,69.53325,11.0256262804055,15.5,89.944119387
12,HOLX.OQ,Health Care,12.35,7.83371449802414,17.312,7.408457698455269,9.90857,54.586669711000006
13,BRKb.N,Financials,,5.5339935650600305,7.205,7.57530844421879,,22.56936118
14,DVN.N,Energy,,11.166831361514001,15.020570000000001,15.259917806072199,67.58800000000001,32.7355971
15,ALLE.N,Industrials,26.825,4.4991535592596605,55.53333000000001,8.67682403696761,10.1,78.462927555
16,PEAK.N,Real Estate,,4.3471403468886605,5.72,4.64671358189536,,58.480369123
17,DLTR.OQ,Consumer Discretionary,16.8,5.540707632432389,16.145,6.985982654108571,14.62,44.151380605
18,PAYX.OQ,Information Technology,60.4,6.3684326491867,45.98429,7.8776614003866605,10.1,0.0
19,AAL.OQ,Industrials,11.7,5.24285028807697,41.97667,7.93345474624771,9.94333,103.211859172
20,TER.OQ,Information Technology,32.0,9.2342163896486,36.1005,9.10722683807857,,15.777797609
21,WDC.OQ,Information Technology,21.866670000000003,8.168612374028879,21.864,8.91840531287636,31.1,53.526802068
22,PWR.N,Industrials,,7.66738496871102,9.9962,7.55709130948296,15.709000000000001,15.040413469
23,XOM.N,Energy,5.96667,6.92690600360099,9.915,7.8356473019363095,17.2885,17.875660795
24,CMA.N,Financials,,7.352894853955821,14.3958,10.4611142206751,23.3,
25,DISCK.OQ,Communication Services,,5.477378342752,18.56,11.0418864225754,,74.641558966
26,NDAQ.OQ,Financials,,5.43935284031489,17.07,6.68345754872026,11.45,41.707147814
27,DPZ.N,Consumer Discretionary,70.4,3.4954174702643996,-5.175,5.03651549606471,22.2175,753.7255932889999
28,HES.N,Energy,-0.87,10.4319734372461,-3.2782199999999997,11.5143379461135,,36.092287
29,BXP.N,Real Estate,,5.50856586766186,9.99,6.32095369017773,,55.902762301
30,BEN.N,Financials,3.75,6.61731683319838,15.728,11.693589231282699,6.074,6.870606499
31,APA.OQ,Energy,,11.8480481147075,9.12,9.58349399782702,70.95100000000001,49.111432706
32,AMAT.OQ,Information Technology,41.35,9.29126653906239,45.524429999999995,11.6292218273441,19.165,36.197365727
33,FLT.N,Information Technology,,8.64509972159831,21.04167,10.9504265668637,15.49,55.137765831
34,ZION.OQ,Financials,,8.092220599711741,10.7053,,,
35,RF.N,Financials,,8.85190816139897,10.2807,9.67655818164276,,
36,DISH.OQ,Communication Services,,8.365583043037809,12.1406,8.69311823104792,-8.2,68.87767909
37,PEG.N,Utilities,,3.4434733645347295,10.883,5.33154973543763,3.39,49.568416068999994
38,ALL.N,Financials,,5.670796319137501,13.09778,8.14944418959367,10.92,21.971558078
39,SLB.N,Energy,9.425,10.8454803230347,11.32169,8.798984850807742,46.8,32.814641183
40,PGR.N,Financials,,3.85200706647637,20.456670000000003,6.706209611898731,17.86,25.248953783
41,NOV.N,Energy,3.8,10.1970837809765,3.56164,7.5226354068738495,47.0,16.073968706
42,SWKS.OQ,Information Technology,41.56667,8.21260945828819,28.86188,5.82881653713625,16.6,0.0
43,EL.N,Consumer Staples,26.41375,6.11501751081285,43.0016,6.65910818077782,14.739329999999999,44.795585653
44,NOC.N,Industrials,8.075,4.9123311286439195,33.1805,7.02013414970582,12.479330000000001,68.157871238
45,PKG.N,Materials,16.9,,29.25,12.7840274663974,13.813329999999999,54.842447189
46,CSX.OQ,Industrials,12.16,6.96662230119126,23.491670000000003,9.65493757204382,18.55575,44.511873351000006
47,MSCI.N,Financials,23.3,6.298239884181349,133.03767,7.62968845306568,19.0,83.824323698
48,CERN.OQ,Health Care,20.73333,5.44327329427451,16.09,7.814094094666951,17.8,9.915450927
49,MGM.N,Consumer Discretionary,8.7,9.43588573820127,11.46167,10.7493205305668,-18.0,52.476000403
50,ANSS.OQ,Information Technology,5.405,8.52484098657596,15.5,8.37391207450411,6.6,0.0
51,UNH.N,Health Care,22.17,5.16780468303371,23.7195,6.79886509916496,16.42944,37.85746709
52,ALGN.OQ,Health Care,67.5,11.5851133930054,26.921999999999997,10.739241059294901,26.81175,0.0
53,NLSN.N,Industrials,1.4,4.82306824049924,21.5655,8.10563798316161,25.4,65.51536789800001
54,TTWO.OQ,Communication Services,86.28,4.89156565393656,36.45267,7.89053469845705,39.3625,20.063520532000002
55,BIO.N,Health Care,10.2,5.789374183736481,6.75,7.65527224387275,36.8,12.926257209000001
56,CAG.N,Consumer Staples,12.45,4.936425771450519,23.36186,4.397600375804339,10.1,42.356732916999995
57,XLNX.OQ,Information Technology,24.5,7.107336940653241,30.89013,8.87129129412739,9.466000000000001,36.650251703
58,INCY.OQ,Health Care,12.1,5.854574273119679,6.02971,6.24006136161384,,1.450535769
59,ADBE.OQ,Information Technology,50.8,6.97977943808432,28.214709999999997,8.67896983699391,24.8,18.193291165999998
60,NTRS.OQ,Financials,,1.11142192873839,15.151,7.99859153275925,16.757,92.432584582
61,SPGI.N,Financials,102.75,6.589002811134289,154.1285,10.2951180089182,17.4,62.757165465
62,CVX.N,Energy,4.55,7.65454301633038,7.970439999999999,9.4140063431996,51.2,20.609627716
63,AIZ.N,Financials,,4.45225375273683,10.37,6.148833407977929,,19.967474812
64,PRGO.N,Health Care,8.8,4.026740495616299,13.565999999999999,7.16842012261871,5.15,35.126895015
65,CNC.N,Health Care,9.5,3.3543620825289304,16.1626,7.136523569075219,17.2896,40.596112311
66,AKAM.OQ,Information Technology,0.87,3.3323705292640797,15.8708,6.765197004223911,15.4722,16.468325242
67,COG.N,Energy,12.7,2.50716636572394,23.93,5.0737898418629,43.98975,37.616602518
68,BIIB.OQ,Health Care,28.5,3.49572817149596,30.29471,7.361264394338581,7.15313,32.035519494
69,K.N,Consumer Staples,11.7475,4.199103823717509,59.88429,5.33290667248306,6.7638,79.702100102
70,EQIX.OQ,Real Estate,27.4,2.82388321416805,9.58125,5.97119981801782,30.66667,59.541019251
71,DD.N,Materials,4.505,7.78767781441134,11.92425,10.007949951693302,7.824330000000001,25.052574303000004
72,WFC.N,Financials,,4.4409092849318705,12.28421,8.61464034382177,8.92,
