,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,14.575,6.8157324683228095,40.172,9.41182848785291,19.279,74.253685757
1,DTE.N,Utilities,6.3,3.53462169847479,10.57825,3.72166834696716,5.49375,56.385068761999996
2,LOW.N,Consumer Discretionary,18.53333,8.20382689334529,90.95891999999999,10.245873849994199,15.06,74.317824034
3,WBA.OQ,Consumer Staples,16.025,3.2766999598942,20.17044,8.38244326545796,11.636,31.388774296999998
4,MAR.OQ,Consumer Discretionary,14.94,9.57269077970948,117.49043999999999,9.908645329114199,17.42,69.695431472
5,EMR.N,Industrials,22.95,9.36951655642964,26.542859999999997,8.92747730215172,16.985,34.678981080999996
6,WEC.N,Utilities,5.55,1.8466612843319399,11.137139999999999,3.03508025597412,4.388,53.755158318
7,LEG.N,Consumer Discretionary,,7.83074191964172,15.83,7.4078947749263,8.3,51.465253718999996
8,REG.OQ,Real Estate,,5.74605100905429,4.63,5.037398645330531,,34.807960975
9,MS.N,Financials,,3.4075479386377205,12.06177,10.3590636442234,16.9,84.3224775225
10,BLK.N,Financials,27.8,7.68793489189652,13.914000000000001,11.1780432490369,14.119000000000002,13.450292398
11,WYNN.OQ,Consumer Discretionary,14.633329999999999,8.04351682665906,55.53533,10.2859996334364,14.0,89.944119387
12,HOLX.OQ,Health Care,12.7,7.83371449802414,21.174,6.57142159240169,8.55,54.586669711000006
13,BRKb.N,Financials,,5.5339935650600305,7.44,7.67330735772558,,22.56936118
14,DVN.N,Energy,,11.166831361514001,11.88613,14.919725719250698,78.71,32.7355971
15,ALLE.N,Industrials,23.2,4.4991535592596605,56.0425,8.43212193554348,10.8,78.462927555
16,PEAK.N,Real Estate,5.6,4.3471403468886605,5.12667,4.34168510281578,,58.480369123
17,DLTR.OQ,Consumer Discretionary,13.166670000000002,5.540707632432389,15.93164,6.81377177136104,12.53267,44.151380605
18,PAYX.OQ,Information Technology,76.3,6.3684326491867,48.638329999999996,7.83933441145689,9.0,0.0
19,AAL.OQ,Industrials,10.95,5.24285028807697,26.46333,8.14180363448342,11.885,103.211859172
20,TER.OQ,Information Technology,,9.2342163896486,34.35167,9.6729044147073,13.88,15.777797609
21,WDC.OQ,Information Technology,14.0,8.168612374028879,19.70929,7.81904092522596,5.63,49.209355592
22,PWR.N,Industrials,,7.66738496871102,10.7602,7.55184228569466,23.476,15.040413469
23,XOM.N,Energy,7.9,6.92690600360099,11.793439999999999,7.45582543045204,22.834,17.875660795
24,CMA.N,Financials,,7.352894853955821,16.93722,10.4605476797057,28.2,
25,DISCK.OQ,Communication Services,5.15,5.477378342752,18.5575,10.5953925282862,7.0,74.641558966
26,NDAQ.OQ,Financials,21.3,5.43935284031489,16.06714,6.40812413301221,12.3,41.707147814
27,DPZ.N,Consumer Discretionary,69.5,3.4954174702643996,-12.9,4.2669655916352704,22.96667,753.7255932889999
28,HES.N,Energy,5.7333300000000005,10.4319734372461,3.7096,10.4903021357011,,36.092287
29,BXP.N,Real Estate,5.4,5.50856586766186,8.56,5.98875657938722,,55.902762301
30,BEN.N,Financials,58.8,6.61731683319838,15.235999999999999,10.781192142502599,0.784,6.870606499
31,APA.OQ,Energy,,11.8480481147075,8.276,9.26877640918991,127.51700000000001,49.111432706
32,AMAT.OQ,Information Technology,50.2,9.29126653906239,58.40229,10.675752380912499,17.44333,36.197365727
33,FLT.N,Information Technology,,8.64509972159831,24.295,10.677839676287801,17.2,55.137765831
34,ZION.OQ,Financials,,8.092220599711741,11.47896,,,
35,RF.N,Financials,,8.85190816139897,11.05225,9.78657360483713,,
36,DISH.OQ,Communication Services,5.1,8.365583043037809,13.234860000000001,9.25007633673293,-38.93,68.87767909
37,PEG.N,Utilities,6.5,3.4434733645347295,11.16986,4.83109090784986,6.505,49.568416068999994
38,ALL.N,Financials,,5.670796319137501,14.035,7.703096469745031,14.1125,21.971558078
39,SLB.N,Energy,8.26,10.8454803230347,9.83446,7.97890628708258,34.3005,32.814641183
40,PGR.N,Financials,,3.85200706647637,22.45182,6.52397568610098,24.6955,25.248953783
41,NOV.N,Energy,3.34,10.1970837809765,2.85891,7.94639826095592,41.0,16.073968706
42,SWKS.OQ,Information Technology,36.1,8.21260945828819,30.478559999999998,6.118515269160941,13.03333,0.0
43,EL.N,Consumer Staples,29.79167,6.11501751081285,40.2295,6.13602514452062,11.051169999999999,42.936757935
44,NOC.N,Industrials,18.6,4.9123311286439195,33.09367,6.465707417645331,15.889000000000001,68.157871238
45,PKG.N,Materials,16.65,,27.76667,12.320088503388,11.56667,54.842447189
46,CSX.OQ,Industrials,12.86667,6.96662230119126,25.0426,9.457238367869019,22.0596,44.511873351000006
47,MSCI.N,Financials,26.6,6.298239884181349,79.40899999999999,7.59535134884055,21.3,83.824323698
48,CERN.OQ,Health Care,17.475,5.44327329427451,16.455,7.86586269213326,9.35,9.915450927
49,MGM.N,Consumer Discretionary,7.46667,9.43588573820127,10.4615,10.3576760403524,9.4,52.476000403
50,ANSS.OQ,Information Technology,5.405,8.52484098657596,15.266670000000001,8.526152126416621,,0.0
51,UNH.N,Health Care,21.128,5.16780468303371,24.14986,6.85313554872257,17.158,37.85746709
52,ALGN.OQ,Health Care,49.1,11.5851133930054,30.888,10.984422011830599,26.06025,0.0
53,NLSN.N,Industrials,-0.3,4.82306824049924,18.38733,7.8384925729475,12.4,65.51536789800001
54,TTWO.OQ,Communication Services,31.9,4.89156565393656,19.822860000000002,8.200806070406099,36.0475,0.538930875
55,BIO.N,Health Care,,5.789374183736481,4.7,8.03953871101467,35.265,12.926257209000001
56,CAG.N,Consumer Staples,13.07,4.936425771450519,21.85667,4.4877157555601395,6.55,50.390893244
57,XLNX.OQ,Information Technology,23.115,7.107336940653241,28.835890000000003,8.16514421862017,15.9,42.062710681999995
58,INCY.OQ,Health Care,14.75,5.854574273119679,10.8975,8.8015331670804,,1.450535769
59,ADBE.OQ,Information Technology,51.6,6.97977943808432,30.96043,8.61971950449486,29.7,18.193291165999998
60,NTRS.OQ,Financials,,1.11142192873839,16.29029,7.95454964660024,16.17825,92.432584582
61,SPGI.N,Financials,73.25,6.589002811134289,183.67733,9.11301687811551,17.75,62.757165465
62,CVX.N,Energy,8.53333,7.65454301633038,11.01867,8.55953727295848,54.325,20.609627716
63,AIZ.N,Financials,,4.45225375273683,10.032,5.4897970904222,,19.967474812
64,PRGO.N,Health Care,5.8,4.026740495616299,9.464,7.2092261535699595,3.45,35.126895015
65,CNC.N,Health Care,13.185,3.3543620825289304,13.2114,7.3056046142607,18.581,40.596112311
66,AKAM.OQ,Information Technology,7.1,3.3323705292640797,16.401,5.3979112939322995,17.333,16.468325242
67,COG.N,Energy,17.5,2.50716636572394,30.782140000000002,5.18026698258851,48.93333,37.616602518
68,BIIB.OQ,Health Care,27.8,3.49572817149596,33.132,7.540618795278441,7.816669999999999,32.035519494
69,K.N,Consumer Staples,13.686670000000001,4.199103823717509,63.43071,5.454050668256411,6.92,79.702100102
70,EQIX.OQ,Real Estate,15.5,2.82388321416805,7.86429,5.421222681519151,10.0,59.541019251
71,DD.N,Materials,15.725,7.78767781441134,10.39413,10.2233212603115,7.0,25.052574303000004
72,WFC.N,Financials,,4.4409092849318705,13.32024,8.902395146576481,,
73,SJM.N,Consumer Staples,8.8575,2.62520877307041,10.081,5.605369960612251,9.2,37.978165699
74,ZBRA.OQ,Information Technology,,10.1164510758362,38.165,11.2445870655388,,72.75400196
75,CPRT.OQ,Industrials,24.9,7.1631194149954105,27.6,7.9860724649558605,,36.55717881
76,BFb.N,Consumer Staples,25.06,5.529012194018309,49.001999999999995,7.34272692666075,9.73333,66.012396694
77,NOW.N,Information Technology,5.31,7.1844007726931,36.94513,9.54699580634067,52.15,60.109006342
78,TT.N,Industrials,12.93333,4.1204119897046105,20.16714,9.719682569614319,13.05,36.057457701
79,IBM.N,Information Technology,18.5,6.31223640595593,54.62778,7.4713525186386205,0.96,72.540240747
80,PAYC.N,Information Technology,30.2,9.63455298074444,37.626329999999996,11.384097540352302,19.25,11.152143902
81,DXC.N,Information Technology,19.7,6.4240446511353095,17.54,7.98133492743178,30.57,36.66407287
82,NFLX.OQ,Communication Services,14.833329999999998,5.9869586409194095,29.567390000000003,7.7606691362317095,62.163000000000004,64.573279815
83,GL.N,Financials,,7.0675457374591195,13.63517,7.7087032965252105,13.2,18.985010964
84,HON.N,Industrials,28.2,7.23753322165503,33.87275,8.12853723783327,10.44333,51.753878212
85,APTV.N,Consumer Discretionary,43.8,7.62567723515617,41.144290000000005,10.874926031995402,14.1,54.122097573999994
86,GIS.N,Consumer Staples,13.3425,3.84833082172086,25.447429999999997,6.873343017607019,5.15,68.516753872
87,NRG.N,Utilities,11.5,4.934336749475039,13.743,8.59932519707563,74.68,82.099737533
88,SEE.N,Materials,15.3,5.963121761103411,-231.98933,8.7170903267173,16.297,95.53411723299999
89,ROST.OQ,Consumer Discretionary,38.66,6.89843160572087,47.946000000000005,8.73408680318277,14.1965,11.518726740999998
90,BMY.N,Health Care,27.76667,3.94158645440194,44.14175,8.06447377908939,10.8753,40.19385128
91,ALB.N,Materials,11.5,8.508108375526481,15.48988,11.896859809272803,11.545,32.490714524
92,APD.N,Materials,13.46667,5.40587606026095,15.86856,8.57888989772389,10.9495,28.009018751
93,DOW.N,Materials,,6.97346990450997,,,,
94,REGN.OQ,Health Care,25.05,2.11661119608668,23.298000000000002,8.89361269247013,10.16667,10.273089673
95,XRX.N,Information Technology,6.4,7.650388022721519,13.75,,,50.045355588
96,OXY.N,Energy,8.05,6.629829875730651,17.84056,6.261011950565031,68.5445,32.328947368
97,VTR.N,Real Estate,4.0,5.9945663782606795,7.05,3.9818830222093395,,50.414425671000004
98,PNW.N,Utilities,7.7,2.16629424075522,9.95213,3.59571099872612,3.722,49.165497276
99,AFL.N,Financials,,6.154231704672769,14.16114,7.72462371375558,8.5,17.69665741
100,AON.N,Financials,22.65,5.83697790852844,43.81,,14.193670000000001,56.831057862
101,LMT.N,Industrials,19.3,6.35107307246851,246.9335,6.5983366256741105,48.6135,105.753688737
102,ZTS.N,Health Care,31.7,4.6431308819555,92.617,8.29683415775601,16.463,73.497551566
103,ABC.N,Health Care,20.75,3.6798300759217404,45.204879999999996,8.328664783979349,10.19567,64.759170598
104,CDNS.OQ,Information Technology,,7.34224146454409,30.5,8.86959692899475,,42.440434524000004
105,EA.OQ,Communication Services,31.3,6.4957056649612,29.5133,6.08970585769579,14.30367,17.755503848
106,ORLY.OQ,Consumer Discretionary,26.83333,6.716369294829541,584.32,8.16477415410754,17.8,82.016866055
107,FITB.OQ,Financials,,6.79597519100708,11.48192,9.70848487480611,,
108,CHRW.OQ,Industrials,23.9,5.08642453518145,40.851,5.15405174610159,14.81675,52.269991268999995
109,ECL.N,Materials,8.7,6.62772082853477,20.23809,8.01879955178457,13.3954,48.894601542
110,PHM.N,Consumer Discretionary,14.8,8.25028145854952,20.37667,8.38276197875993,44.23,45.581191593999996
111,EXR.N,Real Estate,9.5,2.36193600751863,18.205,3.72222587189618,,62.574910443
112,VRSN.OQ,Information Technology,312.4,5.5017207596377995,-46.45,7.6652095075479005,,209.600791043
113,TXT.N,Industrials,9.85,8.8851163627312,16.708,10.317311860219199,13.9,40.924782926999995
114,EBAY.OQ,Consumer Discretionary,7.817,7.076459400327099,31.823629999999998,9.23288646285836,14.2,55.441762622
115,BAC.N,Financials,,4.76945152706042,11.38494,9.82628598288363,9.0,
116,PYPL.OQ,Information Technology,29.9,7.81636685640863,18.01063,9.379304409427471,20.645,5.884429798999999
117,CMCSA.OQ,Communication Services,8.25,5.72009279912415,16.944570000000002,9.20657177232759,15.477,47.687852731999996
118,EQR.N,Real Estate,5.6,4.862623492244389,4.58,5.1313743251652095,,45.243164385
119,SBUX.OQ,Consumer Discretionary,24.9,5.8816220967572805,145.90333,6.080830687569269,14.6,41.882508306999995
120,EW.N,Health Care,91.2,7.09771371404541,28.545,6.1181257542267,14.2,25.958022341
121,TMO.N,Health Care,11.24,5.53243243570446,16.32875,8.943673524369089,11.91,45.255380108000004
122,SLG.N,Real Estate,5.6,6.270839301459401,2.4975,8.83726873907988,,44.50926329399999
123,HPE.N,Information Technology,5.65,4.87772977839841,9.166,11.520846542301099,,37.381783307
124,ENPH.OQ,Information Technology,118.3,8.53875817351102,-41.5,4.71473014636023,,122.464
125,HAS.OQ,Consumer Discretionary,27.95,5.28489151152246,38.106,7.6214722544221996,2.1,50.252941193999995
126,IR.N,Industrials,11.2,8.954552152466071,20.825,9.71160229150583,18.935,58.00966733
127,KHC.OQ,Consumer Staples,6.4,5.63413017413988,6.87867,7.35693282113123,5.3066699999999996,32.284610418
128,HAL.N,Energy,15.86,12.540418384607598,25.15964,8.47856024738426,44.7,56.720750609
129,BR.N,Information Technology,,5.8533320460731195,44.85,7.638504608076639,13.35,49.047818596999996
130,QCOM.OQ,Information Technology,17.4,8.46683619495074,30.3338,11.6548975766835,7.2,41.639618093
131,ATVI.OQ,Communication Services,14.183329999999998,5.023538244861999,21.483,7.486920799944861,12.35,31.692174415
132,DGX.N,Health Care,11.1,6.0941495038265705,19.42114,6.8271165105353795,10.16533,43.363329584
133,TDG.N,Industrials,27.278000000000002,7.54645230693097,-48.9212,6.98098261453714,17.055999999999997,133.49280374399999
134,LNC.N,Financials,,8.884444368114439,12.9172,13.2290816527598,11.25,23.577164034000003
135,IPG.N,Communication Services,9.8,5.30204820866492,27.119670000000003,9.06708167402829,7.3,35.456870495
136,JNPR.N,Information Technology,12.0,5.20884819721282,15.43588,7.475076763545919,13.55,31.336912515
137,TMUS.OQ,Communication Services,9.33333,3.9325576916800395,12.5416,5.11780804372409,-3.05,57.808408768
138,CTLT.N,Health Care,,9.018319685776909,20.7,10.381218337985999,8.6,71.462710084
139,ESS.N,Real Estate,5.4,4.64290140816813,5.4433300000000004,4.63813630818173,5.0,46.920019262
140,WLTW.OQ,Financials,9.45,5.11429006738299,12.546,8.46778086933818,11.97767,30.617067243
141,JBHT.OQ,Industrials,21.3,6.89907275025568,30.7825,7.80135443819883,23.1338,37.116535053
142,AMGN.OQ,Health Care,17.2,4.80412949400312,43.16,10.298980207912699,5.375,58.336497037
143,TAP.N,Consumer Staples,6.33333,5.091756242909559,7.75143,6.6666567102748004,7.417999999999999,46.176043231
144,EFX.N,Industrials,23.433329999999998,7.88310145291865,21.934,7.52537377297736,4.2,45.501657328
145,UAL.OQ,Industrials,13.45,5.80979186843799,24.284000000000002,6.75966607923172,18.705,62.23298452
146,DISCA.OQ,Communication Services,6.83333,5.477378342752,20.72888,10.5953925282862,15.0255,74.641558966
147,GRMN.OQ,Consumer Discretionary,21.55,6.799113318099019,15.5508,8.12325970847356,5.591,0.0
148,NI.N,Utilities,6.65,2.27265539302984,9.1342,3.68400794522497,6.067,67.572416174
149,ILMN.OQ,Health Care,31.925,7.2281240306728,21.837139999999998,8.10445293020095,20.954,28.646959865
150,CSCO.OQ,Information Technology,20.5,6.119356013285249,37.944559999999996,8.63380869127437,8.92333,37.178834717
151,FRC.N,Financials,,7.28883730902817,11.385,7.343534081094461,11.5,
152,MDLZ.OQ,Consumer Staples,9.0625,4.4635033465996905,13.93671,7.42685641530525,8.34,40.369574166
153,FLIR.OQ,Information Technology,,9.27083617747851,,,,18.653607905
154,VNO.N,Real Estate,6.9,5.78238031691882,6.66,7.777473445877219,,62.957277016999996
155,LHX.N,Industrials,,5.4730734294325805,,9.260702152341759,17.087,53.621958121000006
156,NKE.N,Consumer Discretionary,37.76667,6.11432269108559,49.90392,6.361611619318481,12.20525,27.969461166
157,MRO.N,Energy,5.1,8.89243441991178,7.4781,15.6345172705758,,31.938146727
158,ANTM.N,Health Care,11.21,6.046301744546899,13.20943,7.88478017862808,15.6932,42.924364753
159,PPL.N,Utilities,7.0,3.50576090699594,16.56229,5.8523591792791905,4.27,66.409664128
160,CCI.N,Real Estate,7.95,2.85631255888394,6.0292900000000005,4.98604180161268,21.386670000000002,56.703003526
161,FAST.OQ,Industrials,26.0,8.54676974837592,31.1452,7.6988733669544605,,16.521358334000002
162,RJF.N,Financials,18.6,8.71220400953947,16.7684,11.769464575617098,18.857,78.98625273350001
163,FCX.N,Materials,6.1,12.0215927226976,13.10555,16.054525882464098,17.6,53.940876657
164,LNT.OQ,Utilities,6.4,2.60433248853582,10.6832,4.14819535161044,5.5,54.652979708000004
165,NWSA.OQ,Communication Services,5.4,10.010828182574901,3.335,12.8261839008003,,15.679974295
166,TSLA.OQ,Consumer Discretionary,-2.03333,13.6936471904594,-6.17857,7.331821769272809,,64.681569122
167,FFIV.OQ,Information Technology,25.5,7.67920569654671,42.13767,7.00541308092095,8.63125,0.0
168,MCD.N,Consumer Discretionary,24.2,4.42863035182653,-96.11667,6.44264886748404,10.55,112.44080339899999
169,ADSK.OQ,Information Technology,31.35,9.17932192311,-31.0266,12.4191975172359,85.8,119.248120301
170,HST.OQ,Real Estate,7.8,6.47464390622195,9.28,9.618583444671561,,35.547963679
171,XEL.OQ,Utilities,4.95,,10.690439999999999,3.3489813739601098,5.94667,57.957131321999995
172,IDXX.OQ,Health Care,109.45,6.28667113028222,,6.38674119363288,22.5545,104.891765531
173,LB.N,Consumer Discretionary,19.975,8.15484701731846,-70.02371,5.6051347945922805,-2.968,114.891929407
174,PCAR.OQ,Industrials,22.15,7.405063538293709,22.98657,9.44397902803608,4.678999999999999,52.44803572399999
175,PSA.N,Real Estate,12.6,2.11113295641245,23.7,4.11661977370236,,13.768416164000001
