,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,34.55,6.8157324683228095,143.16422,7.6328910703315405,18.3,69.199064236
1,DTE.N,Utilities,6.85,3.53462169847479,9.98,3.6892233926684304,4.895,52.528741836
2,LOW.N,Consumer Discretionary,20.9375,8.20382689334529,71.93083,9.023066618005169,17.0812,62.301137763
3,WBA.OQ,Consumer Staples,10.575,3.2766999598942,15.3035,9.23774911837274,12.288,31.484359609000002
4,MAR.OQ,Consumer Discretionary,26.76667,9.57269077970948,-18.136860000000002,10.339860136859,19.9,794.390715667
5,EMR.N,Industrials,19.03333,9.36951655642964,30.2709,9.70255818363757,5.6655,45.704742818999996
6,WEC.N,Utilities,5.2,1.8466612843319399,10.203330000000001,2.45177401495501,6.7666699999999995,54.437099989
7,LEG.N,Consumer Discretionary,,7.83074191964172,,8.195718650432921,12.5,46.259669048999996
8,REG.OQ,Real Estate,,5.74605100905429,7.8535,8.177660662359871,,47.234098616000004
9,MS.N,Financials,,3.4075479386377205,8.5615,16.7880652024791,11.64375,82.8495145303
10,BLK.N,Financials,12.1,7.68793489189652,10.7175,11.244880724010699,8.962,14.511096721
11,WYNN.OQ,Consumer Discretionary,10.96667,8.04351682665906,155.90733,13.264255739300802,9.8,99.761816756
12,HOLX.OQ,Health Care,10.9,7.83371449802414,23.38,9.122222285820062,8.53333,63.46768809100001
13,BRKb.N,Financials,,5.5339935650600305,7.7,6.9088153018678895,8.8,24.580072088
14,DVN.N,Energy,5.8,11.166831361514001,1.6948599999999998,13.9133108591837,-3.1,54.252529036999995
15,ALLE.N,Industrials,23.1,4.4991535592596605,66.52133,9.654947049607632,11.912,98.087326121
16,PEAK.N,Real Estate,6.4,4.3471403468886605,8.696,4.49656873523631,,53.17719352899999
17,DLTR.OQ,Consumer Discretionary,9.35,5.540707632432389,18.64988,3.74438899307734,22.6175,62.975316317
18,PAYX.OQ,Information Technology,64.6,6.3684326491867,43.1725,7.6645018587614,9.6,0.0
19,AAL.OQ,Industrials,11.0,5.24285028807697,57.0946,11.2815200494906,-8.331,78.646405699
20,TER.OQ,Information Technology,,9.2342163896486,13.91,11.184554975016999,,0.0
21,WDC.OQ,Information Technology,18.5,8.168612374028879,13.20325,11.3072253087274,7.5,21.707006369000002
22,PWR.N,Industrials,13.6,7.66738496871102,7.590330000000001,5.583102451339981,3.7680000000000002,13.512542273
23,XOM.N,Energy,8.85,6.92690600360099,9.57058,7.54306011122417,13.2,17.952454094
24,CMA.N,Financials,,7.352894853955821,7.32648,11.5862064079022,7.4285,
25,DISCK.OQ,Communication Services,12.66667,5.477378342752,19.6415,11.364484574718402,10.0,57.607805168999995
26,NDAQ.OQ,Financials,,5.43935284031489,11.67543,6.98091933326166,8.87575,29.650068983
27,DPZ.N,Consumer Discretionary,48.0,3.4954174702643996,-14.666670000000002,5.741157434693969,13.74,508.64457872300005
28,HES.N,Energy,-1.8,10.4319734372461,-5.5535,13.574728399046302,-11.2,24.421146223
29,BXP.N,Real Estate,,5.50856586766186,-2.862,6.5850965395575,,53.811362147
30,BEN.N,Financials,3.26,6.61731683319838,16.118,12.3867005217042,-5.075,14.651240254000001
31,APA.OQ,Energy,3.6,11.8480481147075,2.24943,12.2846062748036,-29.468000000000004,47.877190092
32,AMAT.OQ,Information Technology,14.15,9.29126653906239,24.74322,13.3637903973663,17.9,37.367338544
33,FLT.N,Information Technology,,8.64509972159831,18.3662,10.353477114090401,13.84975,50.91025277
34,ZION.OQ,Financials,,8.092220599711741,6.00559,,13.845,
35,RF.N,Financials,,8.85190816139897,7.047000000000001,14.043188397186901,7.733,
36,DISH.OQ,Communication Services,6.37333,8.365583043037809,22.509439999999998,7.84373190785417,-4.9055,81.939253471
37,PEG.N,Utilities,7.85,3.4434733645347295,10.30844,3.01865368636241,1.99,43.184486281999995
38,ALL.N,Financials,,5.670796319137501,11.91231,9.045165642185141,6.892,20.374567577
39,SLB.N,Energy,8.68,10.8454803230347,10.23253,11.549097632243098,-7.55,34.604036136
40,PGR.N,Financials,,3.85200706647637,15.377,6.72312647531394,3.3266699999999996,25.882701535
41,NOV.N,Energy,2.4,10.1970837809765,1.4205,12.830296990183001,-24.8976,19.19092739
42,SWKS.OQ,Information Technology,45.96667,8.21260945828819,28.375,10.0511584402807,22.525,0.0
43,EL.N,Consumer Staples,25.83,6.11501751081285,38.330999999999996,8.00681164349667,11.33333,30.77928474
44,NOC.N,Industrials,12.65,4.9123311286439195,40.06563,7.44556278092083,7.7274,53.627813235
45,PKG.N,Materials,12.075,,22.630570000000002,11.9924537900445,3.85667,58.68201366
46,CSX.OQ,Industrials,8.6,6.96662230119126,15.648270000000002,10.6443785150988,4.511,47.44854299
47,MSCI.N,Financials,,6.298239884181349,69.244,7.921914592930781,,63.66277277
48,CERN.OQ,Health Care,20.53333,5.44327329427451,20.45,5.9406642524735,13.54333,13.521291537
49,MGM.N,Consumer Discretionary,6.16667,9.43588573820127,9.87267,14.3991609017436,27.755,62.033938799
50,ANSS.OQ,Information Technology,10.79,8.52484098657596,10.75,7.981436158276139,7.55,0.0
51,UNH.N,Health Care,11.95,5.16780468303371,19.54,5.80121348618041,14.0362,47.407528253
